iteration NAG_constant_time_X NAG_constant_time_Y NAG_constant_objective_X NAG_constant_objective_Y NAG_constant_hpwl_X NAG_constant_hpwl_Y NAG_constant_euclidean_norm_X NAG_constant_euclidean_norm_Y NAG_scaled-by-sqrt_time_X NAG_scaled-by-sqrt_time_Y NAG_scaled-by-sqrt_objective_X NAG_scaled-by-sqrt_objective_Y NAG_scaled-by-sqrt_hpwl_X NAG_scaled-by-sqrt_hpwl_Y NAG_scaled-by-sqrt_euclidean_norm_X NAG_scaled-by-sqrt_euclidean_norm_Y NAG_observed-lipschitz_time_X NAG_observed-lipschitz_time_Y NAG_observed-lipschitz_objective_X NAG_observed-lipschitz_objective_Y NAG_observed-lipschitz_hpwl_X NAG_observed-lipschitz_hpwl_Y NAG_observed-lipschitz_euclidean_norm_X NAG_observed-lipschitz_euclidean_norm_Y NAG_min-observed-lipschitz_time_X NAG_min-observed-lipschitz_time_Y NAG_min-observed-lipschitz_objective_X NAG_min-observed-lipschitz_objective_Y NAG_min-observed-lipschitz_hpwl_X NAG_min-observed-lipschitz_hpwl_Y NAG_min-observed-lipschitz_euclidean_norm_X NAG_min-observed-lipschitz_euclidean_norm_Y NAG_barzilai-borwein_time_X NAG_barzilai-borwein_time_Y NAG_barzilai-borwein_objective_X NAG_barzilai-borwein_objective_Y NAG_barzilai-borwein_hpwl_X NAG_barzilai-borwein_hpwl_Y NAG_barzilai-borwein_euclidean_norm_X NAG_barzilai-borwein_euclidean_norm_Y NAG_backtracking-line-search_time_X NAG_backtracking-line-search_time_Y NAG_backtracking-line-search_objective_X NAG_backtracking-line-search_objective_Y NAG_backtracking-line-search_hpwl_X NAG_backtracking-line-search_hpwl_Y NAG_backtracking-line-search_euclidean_norm_X NAG_backtracking-line-search_euclidean_norm_Y GD_constant_time_X GD_constant_time_Y GD_constant_objective_X GD_constant_objective_Y GD_constant_hpwl_X GD_constant_hpwl_Y GD_constant_euclidean_norm_X GD_constant_euclidean_norm_Y GD_scaled-by-sqrt_time_X GD_scaled-by-sqrt_time_Y GD_scaled-by-sqrt_objective_X GD_scaled-by-sqrt_objective_Y GD_scaled-by-sqrt_hpwl_X GD_scaled-by-sqrt_hpwl_Y GD_scaled-by-sqrt_euclidean_norm_X GD_scaled-by-sqrt_euclidean_norm_Y GD_observed-lipschitz_time_X GD_observed-lipschitz_time_Y GD_observed-lipschitz_objective_X GD_observed-lipschitz_objective_Y GD_observed-lipschitz_hpwl_X GD_observed-lipschitz_hpwl_Y GD_observed-lipschitz_euclidean_norm_X GD_observed-lipschitz_euclidean_norm_Y GD_min-observed-lipschitz_time_X GD_min-observed-lipschitz_time_Y GD_min-observed-lipschitz_objective_X GD_min-observed-lipschitz_objective_Y GD_min-observed-lipschitz_hpwl_X GD_min-observed-lipschitz_hpwl_Y GD_min-observed-lipschitz_euclidean_norm_X GD_min-observed-lipschitz_euclidean_norm_Y GD_barzilai-borwein_time_X GD_barzilai-borwein_time_Y GD_barzilai-borwein_objective_X GD_barzilai-borwein_objective_Y GD_barzilai-borwein_hpwl_X GD_barzilai-borwein_hpwl_Y GD_barzilai-borwein_euclidean_norm_X GD_barzilai-borwein_euclidean_norm_Y GD_backtracking-line-search_time_X GD_backtracking-line-search_time_Y GD_backtracking-line-search_objective_X GD_backtracking-line-search_objective_Y GD_backtracking-line-search_hpwl_X GD_backtracking-line-search_hpwl_Y GD_backtracking-line-search_euclidean_norm_X GD_backtracking-line-search_euclidean_norm_Y
270 1714.1 1707.6 2.40027 2.99184 3.10062 4.08733 0.08000325 1.1321542425 1861.3 1853.2 2.69289 1.15913 3.19327 2.08119 0.0114792475 0.3964795325 1785.2 1778.7 2.39763 1.16288 3.11762 1.92855 0.1436929375 0.095019475 1911.3999999999999 1902.7 2.40027 1.16289 3.10062 1.92853 0.08000325 0.09492595 1820.2 1813.7 2.40403 1.16731 3.08999 1.9129 0.0075461925 0.0047878425 2657.2999999999997 2657.2 2.47402 1.17914 3.11459 1.90149 0.0078253475 0.0050596775 1238.9 1231.5 2.74255 4.92508 3.21442 5.24645 0.015167630000000001 1.1082406699999998 1314.1999999999998 1306.3999999999999 2.7735 1.61437 3.23621 2.0518 0.01953584 0.0238391075 1243.7 1236.1000000000001 2.61502 1.34758 3.1602 1.9519 0.0095567625 0.10778897750000001 1293.1000000000001 1285.4 2.74255 1.60966 3.21442 2.04768 0.015167630000000001 0.023121075 1298.0 1290.0 2.39883 1.16 3.0783 1.92635 0.007515005 0.0041462750000000005 2202.6000000000004 2202.6000000000004 2.74255 1.66269 3.21442 2.0602 0.015167630000000001 0.0263268525
271 1720.6 1714.0 2.39849 8.21386 3.1001 9.23461 0.0803675275 1.14383097 1868.1000000000001 1860.0 2.69259 1.15874 3.19316 2.08287 0.011466222500000001 0.3932529 1791.7 1785.2 2.39578 1.16233 3.11776 1.92924 0.14492602999999998 0.09483372 1918.3999999999999 1909.8 2.39849 1.16234 3.1001 1.92922 0.0803675275 0.09475417 1826.6000000000001 1820.2 2.4023 1.16672 3.08939 1.91357 0.00754144 0.0047691725 2666.9 2666.8 2.47299 1.17861 3.11421 1.90195 0.007820225 0.0050389350000000005 1243.5 1236.0 2.74245 8.95811 3.21437 9.26794 0.01515671 1.09373882 1319.1 1311.1 2.77348 1.61404 3.2362 2.05172 0.01953359 0.02381898 1248.3 1240.6000000000001 2.61496 1.34522 3.16016 1.94761 0.00956408 0.026218554999999998 1297.8 1290.1000000000001 2.74245 1.60917 3.21437 2.04755 0.01515671 0.0230937275 1302.6 1294.7 2.3988 1.16 3.07829 1.92635 0.00751328 0.0040600525 2210.3 2210.3 2.74245 1.66227 3.21437 2.06011 0.01515671 0.026299495
272 1726.9 1720.6 2.39672 3.0235 3.0994 4.11751 0.08000569249999999 1.1382002924999999 1875.0 1866.8 2.69228 1.15773 3.19304 2.08184 0.01145326 0.39366976 1798.5 1791.7 2.39401 1.16177 3.11699 1.92994 0.1444387375 0.0947042075 1925.3999999999999 1916.7 2.39672 1.16178 3.0994 1.92992 0.08000569249999999 0.09470749499999999 1833.3 1826.6000000000001 2.40057 1.16614 3.08877 1.91421 0.007536567500000001 0.0047510700000000005 2676.5 2676.4 2.47195 1.17808 3.11382 1.90241 0.0078151925 0.0050181525 1248.1 1240.4 2.74235 4.90519 3.21431 5.22891 0.015145825 1.1045645825 1323.8 1315.8999999999999 2.77347 1.6137 3.23619 2.05164 0.019531347499999997 0.0237989475 1252.8 1245.2 2.6147 1.34504 3.16045 1.947 0.0139705475 0.0146469975 1302.7 1294.8 2.74235 1.60868 3.21431 2.04743 0.015145825 0.023066485 1307.3 1299.3999999999999 2.39878 1.15999 3.07828 1.92635 0.007513197500000001 0.0040576225 2218.4 2218.4 2.74235 1.66185 3.21431 2.06002 0.015145825 0.026272225
273 1733.3 1726.9 2.39493 8.28038 3.09888 9.29958 0.0803733175 1.14431521 1881.8 1873.7 2.69198 1.15733 3.19292 2.08349 0.0114403625 0.3904559825 1805.1 1798.5 2.39215 1.16122 3.11716 1.93065 0.145673875 0.09448971249999999 1932.3999999999999 1923.7 2.39493 1.16124 3.09888 1.93064 0.0803733175 0.09457979 1839.8 1833.3 2.39883 1.16557 3.08816 1.9149 0.00753218 0.0047309974999999995 2686.2 2686.1 2.47092 1.17756 3.11344 1.90288 0.00781024 0.00499734 1252.6 1245.0 2.74224 8.93675 3.21425 9.24902 0.015134975 1.0935550125 1328.5 1320.6 2.77346 1.61337 3.23618 2.05156 0.01952911 0.023779007499999998 1257.4 1249.8 2.61524 1.34495 3.16705 1.94674 0.06959399000000001 0.012990927499999999 1307.4 1299.5 2.74224 1.60819 3.21425 2.0473 0.015134975 0.0230393475 1312.1 1304.1 2.39874 1.15997 3.07827 1.92637 0.0075130725 0.0040534125 2226.3 2226.3 2.74224 1.66144 3.21425 2.05993 0.015134975 0.0262450425
274 1739.8 1733.3 2.39316 2.99205 3.09818 4.09076 0.08000805750000001 1.1355103274999998 1888.6000000000001 1880.5 2.69168 1.15634 3.19281 2.08247 0.011427530000000002 0.390824415 1811.5 1805.1 2.39038 1.16067 3.11645 1.93135 0.145178655 0.0943771875 1939.3999999999999 1930.8 2.39316 1.16069 3.09818 1.93136 0.08000805750000001 0.09442196 1846.3 1839.8 2.39709 1.165 3.08755 1.91556 0.00752827 0.00471455 2695.7999999999997 2695.7 2.46988 1.17703 3.11305 1.90335 0.0078053575 0.0049765025 1257.1 1249.5 2.74214 4.92372 3.2142 5.24724 0.01512416 1.10824246 1333.1999999999998 1325.3999999999999 2.77345 1.61304 3.23617 2.05147 0.0195268775 0.0237591575 1261.9 1254.3 2.61452 1.34471 3.16146 1.94654 0.026681727500000002 0.011884180000000001 1312.1000000000001 1304.2 2.74214 1.60771 3.2142 2.04717 0.01512416 0.023012315000000002 1316.8999999999999 1309.0 2.3844 1.15994 3.07198 1.92639 0.0074840524999999995 0.00405231 2234.2000000000003 2234.2000000000003 2.74214 1.66102 3.2142 2.05984 0.01512416 0.026217949999999997
275 1746.1 1739.8 2.39136 8.27532 3.09767 9.29636 0.08037899500000001 1.14315407 1895.5 1887.3 2.69138 1.15595 3.19269 2.0841 0.0114147575 0.38762368750000004 1818.1 1811.5 2.38851 1.16013 3.11663 1.93208 0.1464127675 0.0941800225 1946.3999999999999 1937.7 2.39136 1.16014 3.09767 1.93208 0.08037899500000001 0.0941633125 1852.8 1846.3 2.39535 1.16443 3.08694 1.91626 0.0075243075 0.0046944625000000005 2705.6 2705.5 2.46884 1.17651 3.11266 1.90383 0.007800525 0.004955650000000001 1261.5 1254.0 2.74204 8.9567 3.21414 9.26868 0.01511338 1.0937372575 1338.1 1330.1 2.77344 1.61271 3.23615 2.05139 0.0195246525 0.0237394 1266.6000000000001 1258.9 2.61439 1.3444 3.15993 1.94671 0.009473212500000001 0.0222791575 1316.8 1309.0 2.74204 1.60722 3.21414 2.04705 0.01511338 0.022985385 1321.6 1313.6 2.40351 1.15971 3.15364 1.92659 0.39037414000000004 0.0040753025 2242.2000000000003 2242.2000000000003 2.74204 1.6606 3.21414 2.05975 0.01511338 0.026190942499999998
276 1752.5 1746.0 2.38958 2.999 3.09696 4.09952 0.080010305 1.13480439 1902.2 1894.3 2.69107 1.15498 3.19258 2.08309 0.011402049999999999 0.38794385249999996 1824.8 1818.1 2.38673 1.15959 3.11598 1.93279 0.14590980250000002 0.09407344249999999 1953.3999999999999 1944.7 2.38958 1.1596 3.09696 1.93278 0.080010305 0.094058825 1859.7 1852.8 2.39361 1.16387 3.08633 1.91694 0.0075200350000000004 0.0046601225 2715.1 2715.0 2.4678 1.176 3.11227 1.90431 0.0077957175 0.0049348000000000005 1266.2 1258.5 2.74194 4.90386 3.21408 5.22972 0.015102635 1.1045722675 1342.8999999999999 1334.8 2.77343 1.61238 3.23614 2.05131 0.019522435 0.023719729999999998 1271.2 1263.5 2.61436 1.34484 3.15992 1.94834 0.0094680625 0.063956885 1321.6000000000001 1313.7 2.74194 1.60673 3.21408 2.04692 0.015102635 0.0229585575 1326.3 1318.3999999999999 2.37095 1.15967 3.06812 1.92659 0.026183554999999997 0.004692859999999999 2250.0 2250.0 2.74194 1.66019 3.21408 2.05966 0.015102635 0.026164022500000002
277 1758.9 1752.4 2.38778 8.24344 3.09646 9.26752 0.0803845075 1.14341392 1909.0 1901.1000000000001 2.69077 1.15459 3.19246 2.08469 0.011389405 0.3847563425 1831.3 1824.8 2.38485 1.15905 3.11616 1.93352 0.147138365 0.0938722025 1960.3 1951.8 2.38778 1.15906 3.09646 1.93352 0.0803845075 0.093897805 1866.2 1859.7 2.39186 1.16331 3.08572 1.91765 0.0075157800000000006 0.004642210000000001 2724.9 2724.8 2.46676 1.17548 3.11189 1.9048 0.007790905000000001 0.004913962500000001 1270.7 1263.1 2.74183 8.9354 3.21403 9.2498 0.0150919225 1.0935561049999998 1347.6 1339.6999999999998 2.77342 1.61205 3.23613 2.05123 0.0195202225 0.02370015 1275.7 1268.2 2.61338 1.3441 3.15954 1.94637 0.00949699 0.0156781025 1326.4 1318.4 2.74183 1.60625 3.21403 2.04679 0.0150919225 0.0229318325 1331.2 1323.1 2.37081 1.15966 3.06603 1.92662 0.0079176825 0.0040427775 2258.1000000000004 2258.1000000000004 2.74183 1.65977 3.21403 2.05957 0.0150919225 0.02613719
278 1765.2 1758.8 2.38599 2.9782 3.09575 4.08311 0.0800123825 1.137060175 1915.8999999999999 1907.9 2.69047 1.15363 3.19235 2.08369 0.011376820000000001 0.3850284 1837.8 1831.3 2.38307 1.15851 3.11559 1.93424 0.14662806 0.0937669575 1967.3999999999999 1958.8 2.38599 1.15852 3.09575 1.93424 0.0800123825 0.093805195 1872.7 1866.2 2.39011 1.16276 3.08511 1.91834 0.0075118400000000005 0.004635585 2734.4 2734.3 2.46571 1.17497 3.1115 1.90529 0.0077860525000000005 0.0048931575 1275.2 1267.7 2.74173 4.92238 3.21397 5.24803 0.015081244999999998 1.1082441550000002 1352.3 1344.3999999999999 2.77341 1.61173 3.23612 2.05115 0.019518015 0.02368066 1280.3 1272.8 2.61223 1.34403 3.19146 1.94618 0.196120195 0.011528667499999999 1331.1000000000001 1323.3 2.74173 1.60577 3.21397 2.04667 0.015081244999999998 0.02290521 1335.8999999999999 1327.8999999999999 2.37079 1.15966 3.06594 1.92663 0.0074117775 0.0040412125 2265.9 2265.9 2.74173 1.65936 3.21397 2.05948 0.015081244999999998 0.0261104425
279 1771.4 1765.2 2.38419 8.28222 3.09525 9.3065 0.08038980999999999 1.1458612525 1922.7 1914.8 2.69017 1.15324 3.19223 2.08527 0.011364295 0.38185426499999997 1844.6 1837.8 2.38119 1.15798 3.11572 1.93498 0.147846695 0.093575265 1974.5000000000002 1965.8999999999999 2.38419 1.15799 3.09525 1.93498 0.08038980999999999 0.09359291 1879.6000000000001 1872.7 2.38835 1.16221 3.0845 1.91906 0.00750802 0.004604545 2744.2 2744.1 2.46467 1.17447 3.11111 1.90579 0.0077811174999999995 0.004872402499999999 1279.7 1272.2 2.74163 8.95532 3.21392 9.26942 0.0150706 1.0937356525 1357.0 1349.1 2.7734 1.6114 3.23611 2.05107 0.019515815 0.0236612575 1284.8 1277.3 3.09189 1.34396 3.69322 1.94614 0.6808169074999999 0.0115244 1335.7 1328.0 2.74163 1.60528 3.21392 2.04654 0.0150706 0.02287869 1340.5 1332.7 2.37077 1.15965 3.06595 1.92663 0.0073963425 0.00404092 2273.7000000000003 2273.7000000000003 2.74163 1.65895 3.21392 2.05939 0.0150706 0.026083782500000003
280 1777.6 1771.4 2.3824 3.04239 3.09455 4.14326 0.0800142425 1.1371054525 1929.3999999999999 1921.6000000000001 2.68987 1.15231 3.19211 2.08428 0.0113518325 0.3820783675 1851.2 1844.6 2.3794 1.15745 3.11522 1.9357 0.147329655 0.0934789575 1981.3999999999999 1973.1000000000001 2.3824 1.15746 3.09455 1.9357 0.0800142425 0.0934809 1886.1000000000001 1879.6000000000001 2.3866 1.16166 3.08389 1.91976 0.007503925 0.0045688675 2753.7999999999997 2753.7 2.46362 1.17396 3.11072 1.90629 0.0077760425 0.0048517225 1284.2 1276.7 2.74153 4.90255 3.21386 5.23054 0.01505999 1.1045799825 1361.8999999999999 1353.8 2.77339 1.61108 3.23609 2.05099 0.01951362 0.02364194 1289.5 1281.8 2.7064 1.34148 3.35176 1.94517 0.63307503 0.012635295 1340.4 1332.7 2.74153 1.6048 3.21386 2.04641 0.01505999 0.0228522675 1345.2 1337.3 2.37073 1.15964 3.06593 1.92664 0.007381764999999999 0.004040437500000001 2281.7000000000003 2281.7000000000003 2.74153 1.65853 3.21386 2.0593 0.01505999 0.026057205
281 1784.0 1777.6 2.38058 8.29743 3.09405 9.32134 0.080394855 1.14168644 1936.3999999999999 1928.3999999999999 2.68957 1.15192 3.192 2.08583 0.01133943 0.37891774 1857.6 1851.2 2.37751 1.15692 3.11531 1.93645 0.148534155 0.09329161000000001 1988.5000000000002 1980.1000000000001 2.38058 1.15693 3.09405 1.93644 0.080394855 0.09330043499999999 1892.6000000000001 1886.1000000000001 2.38483 1.16112 3.08329 1.92049 0.0074994975000000005 0.0045570275000000006 2763.4 2763.3 2.46257 1.17346 3.11033 1.90679 0.00777077 0.00483114 1288.8 1281.2 2.74143 8.93407 3.2138 9.2506 0.015049415 1.0935572850000002 1366.6999999999998 1358.6999999999998 2.77338 1.61075 3.23608 2.05091 0.019511432500000002 0.02362271 1294.0 1286.5 2.71471 1.38989 3.37297 2.01336 0.6774893049999999 0.44341287999999995 1345.3 1337.4 2.74143 1.60432 3.2138 2.04629 0.015049415 0.022825945 1349.8999999999999 1341.8999999999999 2.37064 1.15888 3.0659 1.92727 0.00737731 0.004036645 2289.6000000000004 2289.6000000000004 2.74143 1.65812 3.2138 2.05921 0.015049415 0.026030715
282 1790.1 1784.0 2.37879 2.97748 3.09334 4.0848 0.080015845 1.1316050975 1943.2 1935.3 2.68927 1.151 3.19188 2.08487 0.011327085 0.379094045 1864.4 1857.6 2.37571 1.15639 3.11484 1.93718 0.148011435 0.0931977725 1995.5000000000002 1987.1000000000001 2.37879 1.1564 3.09334 1.93717 0.080015845 0.09321873 1899.3999999999999 1892.6000000000001 2.38307 1.16058 3.08269 1.92121 0.00749501 0.00455835 2773.2 2773.1 2.46152 1.17296 3.10994 1.9073 0.0077652325 0.0048106875 1293.3 1285.8 2.74132 4.92107 3.21375 5.24885 0.01503887 1.10824576 1371.5 1363.5 2.77337 1.61043 3.23607 2.05083 0.019509250000000002 0.023603565 1298.5 1291.1000000000001 2.60426 1.42747 3.15884 2.05533 0.0407882525 0.5423762575 1350.0 1342.2 2.74132 1.60384 3.21375 2.04616 0.01503887 0.0227997225 1354.6 1346.6 2.37056 1.15864 3.06587 1.9287 0.0073788875 0.03487022 2297.4 2297.4 2.74132 1.65771 3.21375 2.05912 0.01503887 0.0260043075
283 1796.3 1790.1 2.37697 8.19403 3.09285 9.22815 0.080399615 1.140333965 1949.8999999999999 1942.1000000000001 2.68896 1.15061 3.19177 2.08637 0.0113148 0.3759470425 1870.9 1864.4 2.37382 1.15587 3.11489 1.93793 0.149199095 0.09301590500000001 2002.5000000000002 1994.3 2.37697 1.15588 3.09285 1.93793 0.080399615 0.093036755 1906.0000000000002 1899.3999999999999 2.38131 1.16004 3.08209 1.92196 0.0074905675 0.004546115000000001 2782.7999999999997 2782.7 2.46047 1.17247 3.10955 1.9078 0.0077593575 0.004790392500000001 1297.8 1290.4 2.74122 8.95396 3.21369 9.27019 0.01502836 1.0937340025000002 1376.1999999999998 1368.3 2.77336 1.61011 3.23606 2.05075 0.019507075 0.0235845075 1303.2 1295.6000000000001 2.60394 1.33875 3.15641 1.94855 0.0151859825 0.11999412250000001 1354.7 1346.9 2.74122 1.60337 3.21369 2.04603 0.01502836 0.022773599999999998 1359.2 1351.3999999999999 2.37054 1.15844 3.06586 1.92765 0.0073766775000000005 0.0040487000000000006 2305.6000000000004 2305.6000000000004 2.74122 1.6573 3.21369 2.05903 0.01502836 0.025977985000000002
284 1802.7 1796.3 2.37517 2.95457 3.09212 4.06515 0.08001717 1.1310330475 1956.8999999999999 1948.8999999999999 2.68866 1.14971 3.19165 2.08543 0.0113025725 0.37607571 1877.4 1870.9 2.37203 1.15534 3.11443 1.93866 0.14867254 0.09292918 2009.5000000000002 2001.3 2.37517 1.15535 3.09212 1.93866 0.08001717 0.09294218 1912.5000000000002 1906.0000000000002 2.37954 1.15951 3.08148 1.92268 0.0074859125000000006 0.00451704 2792.6 2792.5 2.45942 1.17198 3.10917 1.90831 0.00775307 0.0047702974999999995 1302.3 1295.0 2.74112 4.90127 3.21364 5.23138 0.015017885 1.1045877225 1381.1 1373.1 2.77335 1.60979 3.23605 2.05067 0.019504905 0.0235655325 1307.9 1300.2 2.60388 1.33658 3.15592 1.94443 0.01082071 0.0520535525 1359.4 1351.6000000000001 2.74112 1.60289 3.21364 2.04591 0.015017885 0.0227475725 1363.8999999999999 1356.0 2.37052 1.15843 3.06585 1.92765 0.0073762425 0.0040250625 2313.5 2313.5 2.74112 1.65689 3.21364 2.05894 0.015017885 0.025951745
285 1808.9 1802.7 2.37335 8.21613 3.09163 9.24674 0.080404075 1.139013095 1963.6000000000001 1955.8 2.68836 1.14933 3.19154 2.08691 0.011290405 0.37294243 1883.9 1877.4 2.37013 1.15482 3.11443 1.93942 0.149842595 0.0927539275 2016.6000000000001 2008.3 2.37335 1.15484 3.09163 1.93942 0.080404075 0.0927638625 1919.1000000000001 1912.5000000000002 2.37777 1.15898 3.08087 1.92344 0.007480794999999999 0.00449353 2802.1 2802.0 2.45836 1.17149 3.10878 1.90883 0.0077463025 0.00475044 1306.8 1299.4 2.74102 8.93277 3.21358 9.25142 0.01500744 1.093558545 1385.8999999999999 1377.8 2.77334 1.60947 3.23604 2.0506 0.019502739999999998 0.02354664 1312.6000000000001 1304.8 2.60382 1.33607 3.15587 1.94268 0.009940625000000002 0.01127882 1364.3 1356.3 2.74102 1.60241 3.21358 2.04578 0.01500744 0.022721645 1368.6 1360.6 2.3705 1.15842 3.06584 1.92766 0.0073761 0.0040075825 2321.6000000000004 2321.6000000000004 2.74102 1.65649 3.21358 2.05885 0.01500744 0.02592559
286 1815.0 1808.9 2.37155 2.91928 3.0909 4.03646 0.08001820999999999 1.1364651424999999 1970.3999999999999 1962.6000000000001 2.68806 1.14844 3.19143 2.08598 0.011278292499999999 0.37302362 1890.6 1883.9 2.36833 1.1543 3.11395 1.94016 0.1493143975 0.0926719275 2023.5000000000002 2015.5000000000002 2.37155 1.15431 3.0909 1.94016 0.08001820999999999 0.0926854625 1926.0000000000002 1919.1000000000001 2.376 1.15845 3.08026 1.92418 0.00747529 0.0044844075 2812.0 2811.9 2.45731 1.171 3.10839 1.90935 0.0077389975 0.0047308674999999994 1311.4 1303.9 2.74092 4.91978 3.21353 5.24968 0.01499703 1.1082472749999999 1390.6999999999998 1382.6999999999998 2.77333 1.60915 3.23602 2.05052 0.01950058 0.023527832499999998 1317.2 1309.5 2.60362 1.33603 3.15568 1.94266 0.01012468 0.011219015 1369.1000000000001 1361.1000000000001 2.74092 1.60194 3.21353 2.04566 0.01499703 0.0226958125 1373.3999999999999 1365.3 2.36962 1.1584 3.06545 1.92767 0.00737037 0.003998755 2329.5 2329.5 2.74092 1.65608 3.21353 2.05876 0.01499703 0.0258995175
287 1821.4 1815.0 2.36973 8.29103 3.09041 9.31946 0.0804082425 1.1445150125 1977.3999999999999 1969.3999999999999 2.68776 1.14806 3.19131 2.08742 0.01126624 0.36990414 1897.2 1890.6 2.36644 1.15379 3.11391 1.94092 0.15046788749999998 0.09250174 2030.6000000000001 2022.6000000000001 2.36973 1.1538 3.09041 1.94092 0.0804082425 0.0925182775 1932.5000000000002 1925.8999999999999 2.37422 1.15793 3.07966 1.92494 0.007469615 0.00447815 2821.5 2821.4 2.45625 1.17052 3.108 1.90987 0.00773112 0.004711627499999999 1315.9 1308.4 2.74082 8.95262 3.21347 9.27096 0.0149866525 1.0937323125 1395.3999999999999 1387.3999999999999 2.77332 1.60884 3.23601 2.05044 0.0194984275 0.023509107499999998 1321.9 1314.2 2.60351 1.33556 3.15781 1.94246 0.0337960675 0.01122005 1373.8 1366.0 2.74082 1.60147 3.21347 2.04553 0.0149866525 0.022670075 1378.1 1370.0 2.35864 1.15838 3.06265 1.92769 0.0257127525 0.0039988725 2337.4 2337.4 2.74082 1.65567 3.21347 2.05867 0.0149866525 0.0258735275
288 1827.6 1821.4 2.36792 2.96028 3.08966 4.07733 0.0800189875 1.1389198175 1984.2 1976.3999999999999 2.68746 1.14719 3.1912 2.0865 0.0112542425 0.3699380275 1903.6999999999998 1897.2 2.36464 1.15327 3.1134 1.94167 0.1499398675 0.0924254025 2037.7 2029.6000000000001 2.36792 1.15328 3.08966 1.94167 0.0800189875 0.09244059 1939.0000000000002 1932.5000000000002 2.37244 1.1574 3.07904 1.92568 0.007463765000000001 0.004460547499999999 2831.2 2831.1 2.45519 1.17004 3.10761 1.91039 0.0077226675 0.004692775 1320.3 1312.9 2.74072 4.90002 3.21342 5.23224 0.014976305 1.10459549 1400.1999999999998 1392.1 2.77331 1.60852 3.236 2.05036 0.019496279999999998 0.0234904625 1326.7 1318.7 2.60382 1.33051 3.1608 1.94283 0.059290965 0.0864342425 1378.5 1370.8 2.74072 1.60099 3.21342 2.0454 0.014976305 0.022644435 1382.8999999999999 1374.8 2.35857 1.15836 3.06162 1.9277 0.019732935 0.0039983399999999995 2345.5 2345.5 2.74072 1.65527 3.21342 2.05858 0.014976305 0.025847619999999998
289 1833.7 1827.6 2.3661 8.28841 3.08918 9.32191 0.0804121425 1.140385775 1990.8999999999999 1983.2 2.68716 1.14681 3.19108 2.08791 0.0112423 0.3668324025 1910.5 1903.6999999999998 2.36274 1.15276 3.11332 1.94244 0.1510787475 0.0922615225 2044.7 2036.8999999999999 2.3661 1.15277 3.08918 1.94243 0.0804121425 0.09227409 1945.8999999999999 1939.0000000000002 2.37067 1.15688 3.07843 1.92645 0.007457515 0.004436795 2840.9 2840.8 2.45413 1.16956 3.10722 1.91092 0.0077136775 0.00467436 1324.8 1317.4 2.74062 8.93149 3.21336 9.25224 0.0149659925 1.09355988 1405.1 1396.8 2.7733 1.60821 3.23599 2.05028 0.01949414 0.0234719 1331.3 1323.5 2.60323 1.59231 3.15562 2.24024 0.009638267499999999 0.7697415175 1383.2 1375.5 2.74062 1.60052 3.21336 2.04528 0.0149659925 0.0226188875 1387.5 1379.5 2.35849 1.15836 3.06052 1.92771 0.007300857500000001 0.0039974475 2353.3 2353.3 2.74062 1.65486 3.21336 2.05849 0.0149659925 0.0258217925
290 1840.0 1833.7 2.36429 2.95402 3.08842 4.07216 0.08001953 1.13559888 1997.8999999999999 1990.0000000000002 2.68686 1.14595 3.19097 2.08702 0.011230415 0.36681916999999997 1917.1 1910.5 2.36094 1.15225 3.11278 1.94319 0.15055151749999998 0.0921905975 2051.7999999999997 2043.8999999999999 2.36429 1.15226 3.08842 1.94319 0.08001953 0.09220286500000001 1952.3999999999999 1945.8999999999999 2.36889 1.15636 3.07781 1.9272 0.007450765 0.0044197275 2850.4 2850.3 2.45307 1.16909 3.10682 1.91144 0.007704242500000001 0.0046564350000000004 1329.4 1321.9 2.74052 4.91852 3.21331 5.25052 0.014955712500000001 1.1082487025 1409.8999999999999 1401.6999999999998 2.77329 1.60789 3.23598 2.0502 0.0194920025 0.0234534175 1335.8 1328.2 2.6032 1.3882 3.15554 2.03075 0.0092882975 0.524606895 1388.1000000000001 1380.2 2.74052 1.60005 3.21331 2.04515 0.014955712500000001 0.022593435 1392.2 1384.3 2.35848 1.15835 3.06051 1.92771 0.0072979099999999995 0.00399725 2361.1000000000004 2361.1000000000004 2.74052 1.65446 3.21331 2.0584 0.014955712500000001 0.0257960475
